Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
BELLA COOLA A,BRITISH COLUMBIA,1060845,51419,,YBD,52.39,-126.6,522315000,-1263545000,35.7,2013,2019,2013.0,2019.0,,,,
BELLA COOLA A,BRITISH COLUMBIA,1060848,52978,,YBD,52.39,-126.6,522315000,-1263545000,35.7,2014,2019,2014.0,2019.0,2018.0,2019.0,,
BOAT BLUFF,BRITISH COLUMBIA,1060901,383,,WZM,52.64,-128.52,523835050,-1283126070,10.7,1974,2019,1994.0,2001.0,1974.0,2019.0,1974.0,2007.0
BONILLA ISLAND,BRITISH COLUMBIA,1060902,384,,WVB,53.49,-130.64,532933900,-1303815700,16.2,1960,2019,1994.0,2001.0,1960.0,2019.0,1960.0,2007.0
BONILLA ISLAND (AUT),BRITISH COLUMBIA,1060R0K,8265,71484.0,WWL,53.49,-130.64,532934259,-1303820400,12.52,1994,2019,1994.0,2019.0,1994.0,2019.0,2002.0,2007.0
BUTEDALE,BRITISH COLUMBIA,1061210,385,,,53.15,-128.7,530900000,-1284200000,15.2,1974,1978,,,1974.0,1978.0,1974.0,1978.0
CATHEDRAL POINT (AUT),BRITISH COLUMBIA,1061458,8264,71482.0,WME,52.19,-127.47,521114830,-1272816180,26.4,1994,2019,1994.0,2019.0,1994.0,2019.0,2002.0,2007.0
CUMSHEWA ISLAND,BRITISH COLUMBIA,1062251,6822,71771.0,WZL,53.03,-131.6,530149476,-1313605599,12.57,1992,2019,1994.0,2019.0,1992.0,2019.0,1993.0,2007.0
DAWSONS LANDING,BRITISH COLUMBIA,1062295,386,,,51.58,-127.58,513500000,-1273500000,34.0,1973,1988,,,1973.0,1988.0,1973.0,1988.0
DRYAD POINT,BRITISH COLUMBIA,1062544,387,,WAU,52.19,-128.11,521106002,-1280644008,3.5,1977,2019,1994.0,2001.0,1977.0,2019.0,1977.0,2007.0
EAST CRACROFT ISL,BRITISH COLUMBIA,1062593,388,,,50.6,-126.32,503600000,-1261900000,14.0,1985,1995,,,1985.0,1995.0,1985.0,1995.0
EGG ISLAND,BRITISH COLUMBIA,1062646,389,,WEM,51.25,-127.84,511450000,-1275007300,14.0,1965,2019,1969.0,2001.0,1965.0,2019.0,1965.0,2007.0
ETHELDA BAY,BRITISH COLUMBIA,1062745,390,,,53.05,-129.68,530300000,-1294100000,9.6,1957,1994,1957.0,1994.0,1957.0,1991.0,1957.0,1991.0
FALLS RIVER,BRITISH COLUMBIA,1062790,391,,,53.98,-129.73,535900000,-1294400000,18.0,1931,1992,,,1931.0,1992.0,1931.0,1992.0
FIRVALE,BRITISH COLUMBIA,1062884,6941,,,52.45,-126.3,522700000,-1261800000,121.9,1991,1991,,,1991.0,1991.0,1991.0,1991.0
GENESEE RIVER,BRITISH COLUMBIA,1063086,392,,,51.67,-126.75,514000000,-1264500000,13.7,1971,1972,,,1971.0,1972.0,1971.0,1972.0
GREEN ISLAND,BRITISH COLUMBIA,1063298,393,,WNJ,54.57,-130.71,543407020,-1304229020,11.9,1970,2019,1970.0,2001.0,1978.0,2019.0,1978.0,2007.0
GREY ISLET (AUT),BRITISH COLUMBIA,1063303,8258,71476.0,WEK,54.58,-130.7,543449152,-1304152080,9.5,1994,2019,1994.0,2019.0,1994.0,2019.0,2005.0,2007.0
HARTLEY BAY,BRITISH COLUMBIA,1063339,394,,,53.42,-129.25,532500000,-1291500000,2.0,1973,1998,,,1973.0,1998.0,1973.0,1998.0
HERBERT ISLAND (AUT),BRITISH COLUMBIA,1063461,8259,71485.0,WLP,50.94,-127.63,505623140,-1273755380,13.5,1994,2019,1994.0,2019.0,1994.0,2019.0,2005.0,2007.0
HOLLAND ROCK,BRITISH COLUMBIA,1063496,6823,71219.0,WHL,54.17,-130.36,541020042,-1302139060,5.5,1991,2019,1994.0,2019.0,1991.0,2019.0,1991.0,1997.0
IVORY ISLAND,BRITISH COLUMBIA,1063690,395,,WJG,52.27,-128.41,521611040,-1282424030,9.8,1948,2019,1994.0,2001.0,1948.0,2019.0,1948.0,2007.0
KEMANO,BRITISH COLUMBIA,1064020,396,,,53.56,-127.94,533347000,-1275634000,66.0,1951,2019,,,1951.0,2019.0,1951.0,2007.0
KILDALA,BRITISH COLUMBIA,1064138,397,,,53.83,-128.48,535000000,-1282900000,30.5,1966,2000,,,1966.0,2000.0,1966.0,2000.0
KINGCOME INLET,BRITISH COLUMBIA,1064227,398,,,50.95,-126.2,505700000,-1261200000,1.5,1974,1985,,,1974.0,1985.0,1974.0,1985.0
KITIMAT,BRITISH COLUMBIA,1064288,399,,WKI,54.05,-128.68,540300000,-1284100000,12.8,1979,1994,1994.0,1994.0,1979.0,1994.0,1979.0,1994.0
KITIMAT,BRITISH COLUMBIA,1064289,400,,,54.0,-128.7,540000000,-1284200000,16.8,1951,1966,,,1951.0,1966.0,1951.0,1966.0
KITIMAT MISSION,BRITISH COLUMBIA,1064290,401,,,53.98,-128.65,535900000,-1283900000,6.1,1902,1948,,,1902.0,1948.0,1902.0,1948.0
KITIMAT TOWNSITE,BRITISH COLUMBIA,1064320,402,,,54.05,-128.63,540313000,-1283803000,98.0,1954,2019,,,1954.0,2019.0,1954.0,2007.0
KITIMAT 2,BRITISH COLUMBIA,1064321,403,,,54.01,-128.71,540035000,-1284218000,16.8,1966,2019,,,1966.0,2019.0,1966.0,2007.0
KITIMAT 3,BRITISH COLUMBIA,1064322,404,,,54.06,-128.64,540353000,-1283827000,137.0,1988,2013,,,1988.0,2013.0,1988.0,2007.0
KITSAULT MINESITE,BRITISH COLUMBIA,1064329,405,,,55.43,-129.47,552600000,-1292800000,620.9,1968,1969,,,1968.0,1969.0,1968.0,1969.0
KNIGHT INLET,BRITISH COLUMBIA,1064375,406,,,51.1,-125.58,510600000,-1253500000,9.1,1962,1966,,,1962.0,1966.0,1962.0,1966.0
LAKELSE LAKE,BRITISH COLUMBIA,1064497,407,,,54.4,-128.52,542345000,-1283125000,76.0,1967,1999,,,1967.0,1999.0,1967.0,1999.0
LAWYER ISLAND,BRITISH COLUMBIA,1064591,408,,,54.12,-130.35,540700000,-1302100000,6.1,1978,1988,,,1978.0,1988.0,1978.0,1988.0
LUCY ISLAND LIGHTSTATION,BRITISH COLUMBIA,1064728,6824,71220.0,WLC,54.3,-130.61,541745312,-1303632400,2.0,1991,2019,1994.0,2019.0,1991.0,2019.0,1991.0,2000.0
MCINNES ISLAND,BRITISH COLUMBIA,1065010,409,71897.0,WMS,52.26,-128.72,521542000,-1284310000,25.9,1954,2019,1955.0,2001.0,1954.0,2019.0,1954.0,2007.0
MILL BAY,BRITISH COLUMBIA,1065130,410,,,55.0,-129.75,550000000,-1294500000,3.0,1915,1959,,,1915.0,1959.0,1915.0,1959.0
MINSTREL ISLAND,BRITISH COLUMBIA,1065170,411,,,50.62,-126.32,503700000,-1261900000,3.0,1974,1985,,,1974.0,1985.0,1974.0,1985.0
NAAS HARBOUR,BRITISH COLUMBIA,1065275,412,,,54.93,-129.93,545600000,-1295600000,6.1,1900,1929,,,1900.0,1929.0,1900.0,1929.0
NAMU,BRITISH COLUMBIA,1065310,413,,,51.87,-127.87,515200000,-1275200000,2.0,1931,1985,,,1931.0,1985.0,1931.0,1985.0
OCEAN FALLS,BRITISH COLUMBIA,1065670,414,,,52.35,-127.68,522100000,-1274100000,4.9,1924,1986,,,1924.0,1986.0,1924.0,1986.0
PACIFIC,BRITISH COLUMBIA,1065945,415,,,54.77,-128.27,544600000,-1281600000,121.9,1977,1982,,,1977.0,1982.0,1977.0,1982.0
POINTER ISLAND,BRITISH COLUMBIA,1066202,418,,,52.07,-127.95,520400000,-1275700000,6.7,1977,1989,,,1977.0,1989.0,1977.0,1989.0
PORT SIMPSON,BRITISH COLUMBIA,1066336,419,,,54.57,-130.43,543400000,-1302600000,7.9,1886,1910,,,1886.0,1910.0,1886.0,1910.0
PREMIER,BRITISH COLUMBIA,1066420,420,,,56.05,-130.02,560300000,-1300100000,410.0,1926,1996,,,1926.0,1996.0,1926.0,1996.0
PRINCE RUPERT,BRITISH COLUMBIA,1066480,421,,,54.28,-130.38,541700000,-1302300000,51.8,1908,1962,1953.0,1962.0,1908.0,1962.0,1908.0,1962.0
PRINCE RUPERT A,BRITISH COLUMBIA,1066481,422,,,54.29,-130.44,541733000,-1302641000,35.4,1961,2006,1961.0,2005.0,1962.0,2006.0,1962.0,2006.0
PRINCE RUPERT,BRITISH COLUMBIA,1066482,48693,71022.0,YPR,54.29,-130.44,541710000,-1302641000,35.4,2010,2019,2010.0,2019.0,2010.0,2019.0,,
PRINCE RUPERT AWOS,BRITISH COLUMBIA,1066483,27991,71898.0,VPT,54.29,-130.44,541710000,-1302641000,35.4,2004,2012,2004.0,2012.0,2005.0,2012.0,2005.0,2007.0
PRINCE RUPERT FERN PASS,BRITISH COLUMBIA,1066484,423,,,54.32,-130.27,541900000,-1301600000,44.2,1959,1966,,,1959.0,1966.0,1959.0,1966.0
PRINCE RUPERT MONT CIRC,BRITISH COLUMBIA,1066488,424,,,54.32,-130.29,541913000,-1301724000,60.0,1959,2019,,,1959.0,2019.0,1959.0,2004.0
PRINCE RUPERT R PARK,BRITISH COLUMBIA,1066492,425,,,54.3,-130.33,541800000,-1302000000,90.8,1959,1997,,,1959.0,1997.0,1959.0,1997.0
PRINCE RUPERT SHAWATLANS,BRITISH COLUMBIA,1066493,426,,,54.33,-130.25,542000000,-1301500000,11.0,1966,1999,,,1966.0,1999.0,1966.0,1999.0
RIVERS INLET,BRITISH COLUMBIA,1066787,427,,,51.67,-127.35,514000000,-1272100000,6.1,1893,1943,,,1893.0,1943.0,1893.0,1943.0
RIVERS INLET GOOD HOPE,BRITISH COLUMBIA,1066788,428,,,51.6,-127.5,513600000,-1273000000,3.0,1970,1971,,,1970.0,1971.0,1970.0,1971.0
ROSSWOOD,BRITISH COLUMBIA,1066885,429,,,54.78,-128.77,544700000,-1284600000,146.3,1927,1946,,,1927.0,1946.0,1927.0,1946.0
ROY,BRITISH COLUMBIA,1066900,430,,,50.5,-125.53,503000000,-1253200000,10.4,1931,1955,,,1931.0,1955.0,1931.0,1955.0
PHILLIPS ARM,BRITISH COLUMBIA,1066JFQ,416,,,50.55,-125.37,503300000,-1252200000,1.5,1973,1977,,,1973.0,1977.0,1973.0,1977.0
PORT EDWARD,BRITISH COLUMBIA,1066K57,417,,,54.2,-130.23,541200000,-1301400000,2.0,1984,1986,,,1984.0,1986.0,1984.0,1986.0
SALVUS CAMP,BRITISH COLUMBIA,1067005,431,,,54.3,-129.37,541800000,-1292200000,15.2,1975,1988,,,1975.0,1988.0,1975.0,1988.0
SHAWL BAY,BRITISH COLUMBIA,1067225,432,,,50.85,-126.57,505100000,-1263400000,0.0,1974,1978,,,1974.0,1978.0,1974.0,1978.0
STEWART,BRITISH COLUMBIA,1067740,433,,,55.95,-129.98,555700000,-1295900000,4.6,1910,1967,,,1910.0,1967.0,1910.0,1967.0
STEWART A,BRITISH COLUMBIA,1067741,53422,,ZST,55.93,-129.98,555600000,-1295900000,7.3,2015,2019,2015.0,2019.0,,,,
STEWART A,BRITISH COLUMBIA,1067742,434,,ZST,55.94,-129.99,555610000,-1295906000,7.3,1974,2016,1974.0,2015.0,1974.0,2016.0,1975.0,2007.0
STEWART BCHPA,BRITISH COLUMBIA,1067745,435,,,55.95,-129.98,555700000,-1295900000,12.2,1967,1976,,,1967.0,1976.0,1967.0,1976.0
STEWART A,BRITISH COLUMBIA,1067748,53438,,ZST,55.93,-129.98,555600000,-1295900000,7.3,2015,2019,2015.0,2019.0,2018.0,2019.0,,
STUIE TWEEDSMUIR LODGE,BRITISH COLUMBIA,1067776,436,,,52.37,-126.07,522205000,-1260402000,162.0,1932,2013,,,1932.0,2013.0,1932.0,2007.0
SURF INLET,BRITISH COLUMBIA,1067868,437,,,52.47,-129.03,522800000,-1290200000,,1916,1926,,,1916.0,1926.0,1916.0,1926.0
SWANSON BAY,BRITISH COLUMBIA,1067880,438,,,53.03,-128.5,530200000,-1283000000,4.6,1917,1942,,,1917.0,1942.0,1917.0,1942.0
SWANSON BAY,BRITISH COLUMBIA,1067881,439,,,50.62,-126.88,503700000,-1265300000,,1907,1913,,,1907.0,1913.0,1907.0,1913.0
TERRACE,BRITISH COLUMBIA,1068100,440,,,54.52,-128.58,543100000,-1283500000,,1912,1953,,,1912.0,1953.0,1912.0,1953.0
TERRACE A,BRITISH COLUMBIA,1068130,441,71951.0,YXT,54.47,-128.58,542759000,-1283439000,217.3,1953,2013,1955.0,2013.0,1953.0,2013.0,1953.0,2013.0
TERRACE PCC,BRITISH COLUMBIA,1068131,442,,,54.5,-128.62,543007000,-1283729000,67.0,1968,2019,,,1968.0,2019.0,1968.0,2007.0
TERRACE SKEENA BRIDGE CS,BRITISH COLUMBIA,1068133,10750,,WSX,54.52,-128.57,543100000,-1283400000,210.0,1999,2002,1999.0,2002.0,,,,
TERRACE A,BRITISH COLUMBIA,1068134,51037,71951.0,YXT,54.47,-128.58,542807000,-1283442000,217.3,2013,2019,2013.0,2019.0,2013.0,2019.0,,
THOMPSON SOUND,BRITISH COLUMBIA,1068159,443,,,50.8,-126.0,504800000,-1260000000,12.2,1974,1976,,,1974.0,1976.0,1974.0,1976.0
THURSTON BAY,BRITISH COLUMBIA,1068170,444,,,50.42,-125.42,502500000,-1252500000,1.5,1923,1938,,,1923.0,1938.0,1923.0,1938.0
TOBA INLET,BRITISH COLUMBIA,1068201,445,,,50.52,-124.27,503100000,-1241600000,27.4,1974,1976,,,1974.0,1976.0,1974.0,1976.0
TRIPLE ISLAND,BRITISH COLUMBIA,1068250,446,,WTI,54.29,-130.88,541740800,-1305249100,20.7,1953,2019,1953.0,2001.0,1989.0,2019.0,1989.0,2007.0
WANNOCK RIVER,BRITISH COLUMBIA,1068677,447,,,51.68,-127.25,514100000,-1271500000,3.0,1974,1987,,,1974.0,1987.0,1974.0,1987.0
FORWARD HARBOUR,BRITISH COLUMBIA,106C0C5,371,,,50.48,-125.7,502900000,-1254200000,7.6,1975,1978,,,1975.0,1978.0,1975.0,1978.0
HELMCKEN ISLAND,BRITISH COLUMBIA,106CDL0,9818,,WXM,50.4,-125.87,502400000,-1255200000,18.9,1994,2000,1994.0,2000.0,1994.0,2000.0,,
KITIMAT HATCHERY,BRITISH COLUMBIA,106D289,27121,,,54.04,-128.68,540237000,-1284056000,11.0,1995,2019,,,1995.0,2019.0,1995.0,2007.0
TERRACE GOSSAN CREEK,BRITISH COLUMBIA,106H130,372,,,54.58,-128.43,543500000,-1282600000,107.0,1983,1986,,,1983.0,1986.0,1983.0,1986.0
NANAKWA SHOALS,BRITISH COLUMBIA,106NLPJ,9817,46181.0,WCB,53.83,-128.83,535000000,-1284954000,0.0,1986,1986,1986.0,1986.0,,,,
WADHAMS CDF,BRITISH COLUMBIA,106Q669,373,,,51.5,-127.5,513000000,-1273000000,6.1,1967,1973,,,1967.0,1973.0,1967.0,1973.0
AIYANSH,BRITISH COLUMBIA,1070150,452,,,55.23,-129.02,551400000,-1290100000,228.6,1924,1971,,,1924.0,1971.0,1924.0,1971.0
AIYANSH 2SE,BRITISH COLUMBIA,1070154,453,,,55.18,-129.05,551100000,-1290300000,213.4,1974,1985,,,1974.0,1985.0,1974.0,1985.0
BABINE LAKE FISHERIES,BRITISH COLUMBIA,1070571,454,,,55.07,-126.53,550400000,-1263200000,713.2,1912,1936,,,1912.0,1936.0,1912.0,1936.0
BABINE LAKE HALIFAX BAY,BRITISH COLUMBIA,1070572,455,,,55.05,-126.48,550300000,-1262900000,711.7,1972,1973,,,1972.0,1973.0,1972.0,1973.0
BABINE LAKE PINKUT CREEK,BRITISH COLUMBIA,1070573,456,,,54.45,-125.46,542647000,-1252735000,713.2,1968,2012,,,1968.0,2012.0,1969.0,2007.0
BIG OLIVER CREEK,BRITISH COLUMBIA,1070873,457,,,54.83,-128.3,545000000,-1281800000,121.9,1973,1975,,,1973.0,1975.0,1973.0,1975.0
BRUCEJACK LAKE,BRITISH COLUMBIA,1071092,458,,,56.47,-130.17,562800000,-1301000000,1372.0,1988,1990,,,1988.0,1990.0,1988.0,1990.0
COLLINS LAKE,BRITISH COLUMBIA,1071785,459,,,54.12,-127.17,540700000,-1271000000,836.7,1958,1958,,,1958.0,1958.0,1958.0,1958.0
CRANBERRY RIVER,BRITISH COLUMBIA,1072075,460,,,55.5,-128.23,553000000,-1281400000,609.6,1973,1974,,,1973.0,1974.0,1973.0,1974.0
EQUITY SILVER,BRITISH COLUMBIA,1072692,461,,,54.2,-126.28,541155000,-1261635700,1280.0,1981,2019,,,1981.0,2019.0,1981.0,2007.0
FORT BABINE,BRITISH COLUMBIA,1072902,462,,,55.32,-126.62,551900000,-1263700000,716.3,1944,1975,,,1944.0,1975.0,1944.0,1975.0
FULTON LAKE,BRITISH COLUMBIA,1073040,464,,,54.8,-126.3,544800000,-1261800000,734.6,1960,1961,,,1960.0,1961.0,1960.0,1961.0
GRANISLE COPPER LTD,BRITISH COLUMBIA,1073278,465,,,54.95,-126.17,545700000,-1261000000,705.6,1974,1975,,,1974.0,1975.0,1974.0,1975.0
HAZELTON TEMLEHAN,BRITISH COLUMBIA,1073347,466,,,55.2,-127.73,551200000,-1274400000,121.9,1973,1997,,,1973.0,1997.0,1973.0,1997.0
HAZELTON 2,BRITISH COLUMBIA,1073349,467,,,55.27,-127.63,551600000,-1273800000,295.0,1988,1991,,,1988.0,1991.0,1988.0,1991.0
HAZELTON TRIPLE CREEK RANCH,BRITISH COLUMBIA,107335J,468,,,55.27,-127.52,551600000,-1273100000,365.8,1990,1991,,,1990.0,1991.0,1990.0,1991.0
HOUSTON,BRITISH COLUMBIA,1073612,469,,,54.38,-126.72,542300000,-1264300000,586.7,1970,1974,,,1970.0,1974.0,1970.0,1974.0
HOUSTON,BRITISH COLUMBIA,1073615,470,,,54.4,-126.67,542347000,-1264004000,610.0,1957,2019,,,1957.0,2019.0,1957.0,2007.0
HOUSTON GOOSLY LAKE,BRITISH COLUMBIA,1073616,471,,,54.15,-126.37,540900000,-1262200000,952.5,1970,1971,,,1970.0,1971.0,1970.0,1970.0
HAZELTON,BRITISH COLUMBIA,1073L4F,463,,,55.27,-127.62,551600000,-1273700000,320.0,1981,1991,,,1981.0,1991.0,1981.0,1991.0
KISPIOX,BRITISH COLUMBIA,1074276,472,,,55.47,-127.77,552800000,-1274600000,304.8,1976,1980,,,1976.0,1980.0,1976.0,1980.0
KITSAULT MILLSITE,BRITISH COLUMBIA,1074328,473,,,55.42,-128.42,552500000,-1282500000,533.4,1967,1967,,,1967.0,1967.0,1967.0,1967.0
KITSAULT MINESITE,BRITISH COLUMBIA,1074330,474,,,55.5,-129.0,553000000,-1290000000,652.3,1969,1972,,,1969.0,1972.0,1969.0,1972.0
KITSAULT TOWNSITE,BRITISH COLUMBIA,1074331,475,,,55.45,-128.48,552700000,-1282900000,38.1,1967,1967,,,1967.0,1967.0,1967.0,1967.0
KITWANGA,BRITISH COLUMBIA,1074336,476,,,55.12,-128.05,550700000,-1280300000,192.9,1973,1979,,,1973.0,1979.0,1973.0,1979.0
MACLURE LAKE,BRITISH COLUMBIA,1074800,477,,,54.73,-127.07,544400000,-1270400000,573.0,1924,1963,,,1924.0,1963.0,1924.0,1963.0
MORICE RIVER FDR,BRITISH COLUMBIA,1075199,478,,,54.2,-126.9,541200000,-1265400000,701.0,1961,1962,,,1961.0,1962.0,1961.0,1962.0
MORICE RIVER HOUSTON,BRITISH COLUMBIA,1075200,479,,,54.32,-126.8,541900000,-1264800000,693.4,1955,1958,,,1955.0,1958.0,1955.0,1958.0
MORICETOWN,BRITISH COLUMBIA,1075202,480,,,55.05,-127.3,550300000,-1271800000,390.1,1964,1965,,,1964.0,1965.0,1964.0,1965.0
MURDER CREEK 2,BRITISH COLUMBIA,1075252,27648,,,55.49,-127.83,552929000,-1275002000,368.0,1998,2004,,,1998.0,2004.0,1998.0,2004.0
MURDER CREEK,BRITISH COLUMBIA,1075253,481,,,55.52,-127.8,553100000,-1274800000,245.0,1973,1994,,,1973.0,1994.0,1973.0,1994.0
NASS CAMP,BRITISH COLUMBIA,1075384,482,,,55.24,-129.03,551415000,-1290147004,195.0,1973,2017,,,1973.0,2017.0,1973.0,2007.0
NASS RIVER,BRITISH COLUMBIA,1075385,483,,,55.42,-129.02,552500000,-1290100000,1585.0,1956,1956,,,1956.0,1956.0,1956.0,1956.0
NEW HAZELTON,BRITISH COLUMBIA,1075520,484,,,55.23,-127.6,551400000,-1273600000,313.9,1914,1976,,,1914.0,1976.0,1914.0,1976.0
QUICK,BRITISH COLUMBIA,1076638,485,,,54.62,-126.9,543700000,-1265400000,533.4,1962,1995,,,1962.0,1995.0,1962.0,1995.0
ROSSWOOD,BRITISH COLUMBIA,1076886,486,,,54.85,-128.8,545100000,-1284800000,182.9,1973,1993,,,1973.0,1993.0,1973.0,1993.0
SMITHERS A,BRITISH COLUMBIA,1077498,50130,,YYD,54.83,-127.18,544931000,-1271058000,523.0,2012,2019,2012.0,2019.0,,,,
SMITHERS,BRITISH COLUMBIA,1077499,48628,71950.0,YYD,54.83,-127.18,544931000,-1271058000,523.0,2010,2019,2010.0,2019.0,2010.0,2019.0,,
SMITHERS A,BRITISH COLUMBIA,1077500,487,,YYD,54.82,-127.18,544929000,-1271058000,521.8,1942,2018,1953.0,2012.0,1942.0,2018.0,1942.0,2010.0
SMITHERS AIRPORT AUTO,BRITISH COLUMBIA,1077501,51658,71268.0,VYD,54.82,-127.19,544927000,-1271122000,517.6,2013,2019,2013.0,2019.0,2013.0,2019.0,,
SMITHERS CDA,BRITISH COLUMBIA,1077505,488,,,54.73,-127.1,544400000,-1270600000,515.1,1938,1968,,,1938.0,1968.0,1938.0,1968.0
SMITHERS 4E,BRITISH COLUMBIA,1077508,489,,,54.78,-127.08,544700000,-1270500000,577.6,1969,1975,,,1969.0,1975.0,1969.0,1975.0
TELKWA,BRITISH COLUMBIA,1078070,491,,,54.65,-126.83,543900000,-1265000000,682.8,1922,1968,,,1922.0,1968.0,1922.0,1968.0
TELKWA COAL MINE RD,BRITISH COLUMBIA,1078072,492,,,54.65,-127.12,543900000,-1270700000,670.0,1983,1986,,,1983.0,1986.0,1983.0,1986.0
TELKWA MACLURE LAKE,BRITISH COLUMBIA,1078074,493,,,54.73,-127.02,544400000,-1270100000,640.1,1964,1974,,,1964.0,1974.0,1964.0,1974.0
TELKWA ROUND LAKE,BRITISH COLUMBIA,1078080,494,,,54.67,-126.92,544000000,-1265500000,579.1,1968,1968,,,1968.0,1968.0,1968.0,1968.0
TELKWA WOODMERE RD,BRITISH COLUMBIA,1078086,495,,,54.68,-126.98,544100000,-1265900000,854.0,1982,1984,,,1982.0,1984.0,1982.0,1984.0
TOPLEY LANDING,BRITISH COLUMBIA,1078209,496,,,54.82,-126.16,544857000,-1260947000,722.0,1962,2017,,,1962.0,2017.0,1962.0,2007.0
UNUK RIVER ESKAY CREEK,BRITISH COLUMBIA,1078L3D,490,,,56.65,-130.45,563909000,-1302646000,887.0,1989,2010,,,1989.0,2010.0,1989.0,2007.0
CEDARVALE,BRITISH COLUMBIA,107ADFE,448,,,55.02,-128.32,550100000,-1281900000,152.0,1973,1994,,,1973.0,1994.0,1973.0,1994.0
SUSKWA VALLEY,BRITISH COLUMBIA,107G879,450,,,55.29,-127.17,551719000,-1271014000,534.0,1982,2019,,,1982.0,2019.0,1982.0,2007.0
SUSTUT MOUNTAIN,BRITISH COLUMBIA,107GHG9,449,,,56.62,-126.68,563700000,-1264100000,1798.3,1973,1974,,,1973.0,1974.0,1973.0,1974.0
SMITHERS KATHLYN LAKE,BRITISH COLUMBIA,107P505,451,,,54.82,-127.22,544900000,-1271300000,546.0,1988,1988,,,1988.0,1988.0,1988.0,1988.0
ALEXIS CREEK,BRITISH COLUMBIA,1080283,499,,,52.1,-123.62,520600000,-1233700000,853.4,1954,1956,,,1954.0,1956.0,1954.0,1956.0
ALEXIS CREEK,BRITISH COLUMBIA,1080284,500,,,52.08,-123.28,520500000,-1231700000,800.1,1973,1995,,,1973.0,1995.0,1973.0,1995.0
ALEXIS CREEK,BRITISH COLUMBIA,1080285,501,,,52.13,-123.33,520800000,-1232000000,723.9,1919,1963,,,1919.0,1963.0,1919.0,1963.0
ALEXIS CREEK TAUTRI CRK,BRITISH COLUMBIA,1080289,502,,,52.55,-123.18,523300000,-1231100000,1219.2,1961,1983,,,1961.0,1983.0,1961.0,1983.0
ATNARKO PARKS CAMP,BRITISH COLUMBIA,1080562,506,,,52.42,-125.92,522500000,-1255500000,289.9,1979,1981,,,1979.0,1981.0,1979.0,1981.0
BIG CREEK,BRITISH COLUMBIA,1080870,507,,,51.67,-123.07,514002005,-1230423005,1175.0,1893,1998,,,1893.0,1998.0,1893.0,1998.0
BIG CREEK (AUT),BRITISH COLUMBIA,10808G0,10811,71760.0,WBG,51.26,-123.09,511537000,-1230533000,1670.0,1994,2011,1994.0,2003.0,1995.0,2011.0,,
BRALORNE,BRITISH COLUMBIA,1080930,508,,,50.78,-122.82,504700000,-1224900000,1015.0,1924,1963,,,1924.0,1963.0,1924.0,1963.0
BLACKDOME MOUNTAIN,BRITISH COLUMBIA,1080QQ0,498,,,51.32,-122.5,511900000,-1223000000,1898.0,1986,1991,,,1986.0,1991.0,1986.0,1991.0
CHARLIE CREEK RANCH,BRITISH COLUMBIA,1081469,510,,,51.75,-124.47,514500000,-1242800000,1158.2,1975,1976,,,1975.0,1976.0,1975.0,1976.0
CHILKO LAKE,BRITISH COLUMBIA,1081515,511,,,51.62,-124.15,513700000,-1240900000,1172.0,1956,1957,,,1956.0,1957.0,1956.0,1957.0
COLLEYMOUNT,BRITISH COLUMBIA,1081788,512,,,54.02,-126.13,540100000,-1260800000,731.5,1981,1996,,,1981.0,1996.0,1981.0,1996.0
CHARLOTTE LAKE,BRITISH COLUMBIA,1081D6R,509,,,52.15,-125.28,520900000,-1251700000,1174.1,1980,1981,,,1980.0,1981.0,1981.0,1981.0
ELKINS CREEK RANCH,BRITISH COLUMBIA,1082654,513,,,51.5,-123.78,513000000,-1234700000,1225.3,1974,1974,,,1974.0,1974.0,1974.0,1974.0
EUCHINIKO TITETOWN,BRITISH COLUMBIA,1082748,514,,,53.33,-123.82,532000000,-1234900000,795.5,1970,1971,,,1970.0,1971.0,1970.0,1971.0
GILLIES CROSSING,BRITISH COLUMBIA,1083157,515,,,53.23,-123.6,531400000,-1233600000,838.2,1974,1976,,,1974.0,1976.0,1974.0,1976.0
GRASSY PLAINS,BRITISH COLUMBIA,1083285,516,,,53.92,-125.92,535500000,-1255500000,868.7,1957,1976,,,1957.0,1976.0,1957.0,1976.0
HAVEN LAKE,BRITISH COLUMBIA,1083344,517,,,53.28,-127.02,531700000,-1270100000,1036.3,1966,1969,,,1966.0,1969.0,1966.0,1969.0
KEMANO KILDALA PASS,BRITISH COLUMBIA,1084050,518,,,53.72,-128.1,534300000,-1280600000,1609.3,1952,1959,,,1952.0,1959.0,1953.0,1959.0
KLEENA KLEENE,BRITISH COLUMBIA,1084349,519,,,52.05,-124.9,520300000,-1245400000,823.0,1915,1920,,,1915.0,1920.0,1915.0,1920.0
KLEENA KLEENE,BRITISH COLUMBIA,1084350,520,,,51.98,-124.93,515900000,-1245600000,899.2,1942,1968,1953.0,1968.0,1942.0,1968.0,1942.0,1968.0
KLEENA KLEENE 2,BRITISH COLUMBIA,1084351,521,,,51.98,-124.99,515840000,-1245925000,914.1,1980,2006,,,1980.0,2006.0,1980.0,2006.0
